Datetime,Apple,Amazon,Google,Meta,Netflix
2025-11-10 14:30:00+00:00,271.85699462890625,248.02999877929688,288.7200012207031,633.83740234375,1124.7950439453125
2025-11-10 15:30:00+00:00,269.06640625,246.3800048828125,286.96551513671875,630.4099731445312,1116.6300048828125
2025-11-10 16:30:00+00:00,269.0799865722656,247.10499572753906,287.30999755859375,633.864990234375,1116.83984375
2025-11-10 17:30:00+00:00,269.7300109863281,248.6300048828125,288.8399963378906,632.8400268554688,1115.6300048828125
2025-11-10 18:30:00+00:00,269.6600036621094,248.7698974609375,291.1000061035156,632.780029296875,1115.5999755859375
2025-11-10 19:30:00+00:00,269.11859130859375,248.27000427246094,290.55999755859375,632.6320190429688,1120.659912109375
2025-11-10 20:30:00+00:00,269.3599853515625,248.41000366210938,290.5899963378906,631.77001953125,1120.18994140625
2025-11-11 14:30:00+00:00,274.1000061035156,248.46780395507812,289.4599914550781,622.3699951171875,1123.510009765625
2025-11-11 15:30:00+00:00,272.5,247.5800018310547,289.1499938964844,622.3699951171875,1125.06005859375
2025-11-11 16:30:00+00:00,273.31500244140625,248.26829528808594,290.0199890136719,623.3800048828125,1124.18994140625
2025-11-11 17:30:00+00:00,274.4800109863281,249.3260040283203,289.7900085449219,624.1300048828125,1130.68994140625
2025-11-11 18:30:00+00:00,275.32000732421875,249.3699951171875,290.5899963378906,625.02001953125,1132.75
2025-11-11 19:30:00+00:00,275.25,248.8800048828125,291.2099914550781,626.6500244140625,1136.5400390625
2025-11-11 20:30:00+00:00,275.29998779296875,249.13999938964844,291.7099914550781,627.1799926757812,1136.5999755859375
2025-11-12 14:30:00+00:00,272.94000244140625,245.9250030517578,287.5199890136719,614.5900268554688,1139.0799560546875
2025-11-12 15:30:00+00:00,274.6000061035156,245.3000030517578,285.9700012207031,610.7899780273438,1141.0400390625
2025-11-12 16:30:00+00:00,274.3900146484375,245.1699981689453,286.4205017089844,613.7349853515625,1150.43994140625
2025-11-12 17:30:00+00:00,274.9800109863281,245.44869995117188,286.8399963378906,611.7000122070312,1156.6949462890625
2025-11-12 18:30:00+00:00,274.45001220703125,245.08749389648438,286.6026916503906,612.7713012695312,1154.482421875
2025-11-12 19:30:00+00:00,274.04998779296875,245.16000366210938,287.20001220703125,611.2899780273438,1161.1800537109375
2025-11-12 20:30:00+00:00,273.4700012207031,244.25,287.4100036621094,609.1300048828125,1157.675048828125
2025-11-13 14:30:00+00:00,273.7099914550781,242.53900146484375,280.2550048828125,614.5399780273438,1161.364990234375
2025-11-13 15:30:00+00:00,274.037109375,239.789794921875,280.6600036621094,606.9500122070312,1152.72998046875
2025-11-13 16:30:00+00:00,272.8599853515625,239.84500122070312,281.17401123046875,608.7949829101562,1155.3800048828125
2025-11-13 17:30:00+00:00,272.5700988769531,238.07339477539062,278.7749938964844,604.9099731445312,1153.1500244140625
2025-11-13 18:30:00+00:00,273.5299987792969,239.0500030517578,280.18499755859375,607.0850219726562,1153.56005859375
2025-11-13 19:30:00+00:00,273.03961181640625,238.3990020751953,280.4150085449219,605.9400024414062,1154.4599609375
2025-11-13 20:30:00+00:00,273.0400085449219,237.5800018310547,279.1300048828125,609.9375,1154.5899658203125
2025-11-14 14:30:00+00:00,273.7591857910156,236.7100067138672,277.2900085449219,609.114990234375,1116.3599853515625
2025-11-14 15:30:00+00:00,274.6499938964844,238.2899932861328,278.9849853515625,611.3699951171875,1115.2923583984375
2025-11-14 16:30:00+00:00,275.7049865722656,237.55999755859375,278.5400085449219,611.26123046875,1117.3699951171875
2025-11-14 17:30:00+00:00,274.5849914550781,236.20640563964844,277.79998779296875,610.60498046875,1120.97998046875
2025-11-14 18:30:00+00:00,273.9599914550781,236.25509643554688,278.2300109863281,612.9899291992188,1125.5699462890625
2025-11-14 19:30:00+00:00,272.989990234375,235.1999969482422,277.17999267578125,610.0,1119.43994140625
2025-11-14 20:30:00+00:00,272.4100036621094,234.6999969482422,276.989990234375,609.8099975585938,1112.6800537109375
